order_id,order_date,customer_id,region,customer_type,product_id,product_name,category,quantity,unit_price,discount_pct,revenue,cost,profit
O002889,2025-03-24,C0064,East,Online,P0018,Notebook Set,Office Supplies,3,171.61,0.1,463.35,256.71,206.64
O002890,2025-03-24,C0184,West,Online,P0014,Sunglasses,Apparel,6,226.65,0.0,1359.9,713.76,646.14
O002891,2025-03-24,C0015,West,Wholesale,P0016,Ergonomic Chair,Office Supplies,1,85.32,0.15,72.52,51.43,21.09
O002892,2025-03-24,C0268,West,Retail,P0005,Laptop Stand,Electronics,7,108.18,0.0,757.26,454.37,302.89
O002893,2025-03-24,C0298,West,Retail,P0014,Sunglasses,Apparel,1,226.65,0.15,192.65,118.96,73.69
O002894,2025-03-25,C0334,South,Retail,P0009,Vacuum Cleaner,Home & Kitchen,3,86.66,0.0,259.98,159.72,100.26
O002895,2025-03-25,C0240,South,Retail,P0009,Vacuum Cleaner,Home & Kitchen,3,86.66,0.05,246.98,159.72,87.26
O002896,2025-03-25,C0060,West,Retail,P0009,Vacuum Cleaner,Home & Kitchen,5,86.66,0.15,368.3,266.2,102.1
O002897,2025-03-25,C0244,East,Online,P0001,Wireless Earbuds,Electronics,4,46.85,0.15,159.29,96.72,62.57
O002898,2025-03-25,C0198,South,Online,P0011,Running Shoes,Apparel,5,291.03,0.0,1455.15,676.6,778.55
O002899,2025-03-25,C0124,East,Wholesale,P0001,Wireless Earbuds,Electronics,2,46.85,0.0,93.7,48.36,45.34
O002900,2025-03-25,C0218,East,Retail,P0017,Standing Desk,Office Supplies,7,143.29,0.0,1003.03,608.65,394.38
O002901,2025-03-25,C0145,West,Retail,P0001,Wireless Earbuds,Electronics,7,46.85,0.1,295.15,169.26,125.89
O002902,2025-03-26,C0209,South,Online,P0018,Notebook Set,Office Supplies,4,171.61,0.1,617.8,342.28,275.52
O002903,2025-03-26,C0254,West,Retail,P0008,Cookware Set,Home & Kitchen,6,144.8,0.0,868.8,414.54,454.26
O002904,2025-03-26,C0261,South,Wholesale,P0012,Denim Jacket,Apparel,2,97.06,0.05,184.41,113.64,70.77
O002905,2025-03-26,C0312,East,Retail,P0019,Desk Organizer,Office Supplies,7,260.68,0.05,1733.52,1196.65,536.87
O002906,2025-03-26,C0230,East,Retail,P0007,Blender,Home & Kitchen,3,121.55,0.1,328.18,266.28,61.9
O002907,2025-03-26,C0309,West,Retail,P0011,Running Shoes,Apparel,3,291.03,0.1,785.78,405.96,379.82
O002908,2025-03-27,C0384,West,Online,P0013,Backpack,Apparel,6,282.71,0.15,1441.82,1204.44,237.38
O002909,2025-03-27,C0379,West,Online,P0019,Desk Organizer,Office Supplies,3,260.68,0.05,742.94,512.85,230.09
O002910,2025-03-27,C0291,East,Online,P0016,Ergonomic Chair,Office Supplies,1,85.32,0.15,72.52,51.43,21.09
O002911,2025-03-27,C0214,South,Retail,P0020,Monitor Arm,Office Supplies,2,193.94,0.0,387.88,258.8,129.08
O002912,2025-03-27,C0261,South,Wholesale,P0012,Denim Jacket,Apparel,4,97.06,0.0,388.24,227.28,160.96
O002913,2025-03-27,C0296,North,Wholesale,P0019,Desk Organizer,Office Supplies,5,260.68,0.05,1238.23,854.75,383.48
O002914,2025-03-28,C0154,West,Retail,P0004,Power Bank,Electronics,6,156.84,0.1,846.94,685.44,161.5
O002915,2025-03-28,C0064,East,Online,P0003,Bluetooth Speaker,Electronics,3,365.93,0.05,1042.9,645.99,396.91
O002916,2025-03-28,C0284,North,Wholesale,P0012,Denim Jacket,Apparel,7,97.06,0.15,577.51,397.74,179.77
O002917,2025-03-28,C0068,East,Retail,P0007,Blender,Home & Kitchen,1,121.55,0.15,103.32,88.76,14.56
O002918,2025-03-28,C0376,North,Online,P0010,Coffee Maker,Home & Kitchen,4,276.64,0.0,1106.56,821.68,284.88
O002919,2025-03-28,C0207,South,Retail,P0018,Notebook Set,Office Supplies,5,171.61,0.0,858.05,427.85,430.2
O002920,2025-03-28,C0110,East,Retail,P0019,Desk Organizer,Office Supplies,5,260.68,0.1,1173.06,854.75,318.31
O002921,2025-03-28,C0043,West,Retail,P0001,Wireless Earbuds,Electronics,7,46.85,0.0,327.95,169.26,158.69
O002922,2025-03-28,C0338,East,Retail,P0018,Notebook Set,Office Supplies,4,171.61,0.1,617.8,342.28,275.52
O002923,2025-03-28,C0171,East,Retail,P0004,Power Bank,Electronics,7,156.84,0.0,1097.88,799.68,298.2
O002924,2025-03-28,C0047,West,Retail,P0012,Denim Jacket,Apparel,1,97.06,0.05,92.21,56.82,35.39
O002925,2025-03-29,C0281,West,Retail,P0009,Vacuum Cleaner,Home & Kitchen,1,86.66,0.15,73.66,53.24,20.42
O002926,2025-03-29,C0393,North,Retail,P0016,Ergonomic Chair,Office Supplies,6,85.32,0.05,486.32,308.58,177.74
O002927,2025-03-29,C0024,South,Online,P0009,Vacuum Cleaner,Home & Kitchen,3,86.66,0.0,259.98,159.72,100.26
O002928,2025-03-29,C0037,East,Wholesale,P0015,Wallet,Apparel,1,245.76,0.1,221.18,149.83,71.35
O002929,2025-03-30,C0189,South,Wholesale,P0007,Blender,Home & Kitchen,4,121.55,0.05,461.89,355.04,106.85
O002930,2025-03-30,C0055,North,Retail,P0004,Power Bank,Electronics,3,156.84,0.05,446.99,342.72,104.27
O002931,2025-03-30,C0379,West,Online,P0019,Desk Organizer,Office Supplies,2,260.68,0.05,495.29,341.9,153.39
O002932,2025-03-30,C0087,South,Wholesale,P0006,Air Fryer,Home & Kitchen,3,298.69,0.1,806.46,456.0,350.46
O002933,2025-03-30,C0363,West,Wholesale,P0019,Desk Organizer,Office Supplies,5,260.68,0.05,1238.23,854.75,383.48
O002934,2025-03-30,C0360,East,Online,P0013,Backpack,Apparel,5,282.71,0.0,1413.55,1003.7,409.85
O002935,2025-03-30,C0079,West,Retail,P0017,Standing Desk,Office Supplies,2,143.29,0.2,229.26,173.9,55.36
O002936,2025-03-30,C0270,East,Online,P0020,Monitor Arm,Office Supplies,5,193.94,0.0,969.7,647.0,322.7
O002937,2025-03-31,C0367,South,Online,P0020,Monitor Arm,Office Supplies,2,193.94,0.0,387.88,258.8,129.08
O002938,2025-03-31,C0005,North,Online,P0006,Air Fryer,Home & Kitchen,1,298.69,0.05,283.76,152.0,131.76
O002939,2025-03-31,C0068,East,Retail,P0014,Sunglasses,Apparel,4,226.65,0.05,861.27,475.84,385.43
O002940,2025-03-31,C0093,West,Wholesale,P0012,Denim Jacket,Apparel,6,97.06,0.0,582.36,340.92,241.44
O002941,2025-03-31,C0142,South,Online,P0016,Ergonomic Chair,Office Supplies,6,85.32,0.05,486.32,308.58,177.74
O002942,2025-03-31,C0270,East,Online,P0017,Standing Desk,Office Supplies,3,143.29,0.0,429.87,260.85,169.02
O002943,2025-03-31,C0028,South,Wholesale,P0018,Notebook Set,Office Supplies,4,171.61,0.05,652.12,342.28,309.84
O002944,2025-03-31,C0057,East,Retail,P0007,Blender,Home & Kitchen,7,121.55,0.0,850.85,621.32,229.53
O002945,2025-03-31,C0163,West,Retail,P0009,Vacuum Cleaner,Home & Kitchen,7,86.66,0.05,576.29,372.68,203.61
O002946,2025-03-31,C0339,West,Retail,P0001,Wireless Earbuds,Electronics,4,46.85,0.0,187.4,96.72,90.68
O002947,2025-03-31,C0332,North,Wholesale,P0006,Air Fryer,Home & Kitchen,7,298.69,0.05,1986.29,1064.0,922.29
O002948,2025-04-01,C0048,South,Online,P0008,Cookware Set,Home & Kitchen,5,144.8,0.05,687.8,345.45,342.35
O002949,2025-04-01,C0278,East,Online,P0020,Monitor Arm,Office Supplies,2,193.94,0.0,387.88,258.8,129.08
O002950,2025-04-01,C0059,East,Online,P0005,Laptop Stand,Electronics,7,108.18,0.15,643.67,454.37,189.3
O002951,2025-04-01,C0287,North,Wholesale,P0004,Power Bank,Electronics,3,156.84,0.0,470.52,342.72,127.8
O002952,2025-04-01,C0108,North,Online,P0014,Sunglasses,Apparel,3,226.65,0.0,679.95,356.88,323.07
O002953,2025-04-01,C0370,North,Wholesale,P0004,Power Bank,Electronics,3,156.84,0.1,423.47,342.72,80.75
O002954,2025-04-01,C0105,East,Wholesale,P0008,Cookware Set,Home & Kitchen,7,144.8,0.0,1013.6,483.63,529.97
O002955,2025-04-01,C0055,North,Retail,P0018,Notebook Set,Office Supplies,6,171.61,0.0,1029.66,513.42,516.24
O002956,2025-04-01,C0118,South,Retail,P0013,Backpack,Apparel,4,282.71,0.05,1074.3,802.96,271.34
O002957,2025-04-01,C0110,East,Retail,P0007,Blender,Home & Kitchen,7,121.55,0.1,765.76,621.32,144.44
O002958,2025-04-01,C0051,East,Retail,P0003,Bluetooth Speaker,Electronics,7,365.93,0.1,2305.36,1507.31,798.05
O002959,2025-04-02,C0082,West,Online,P0001,Wireless Earbuds,Electronics,2,46.85,0.0,93.7,48.36,45.34
O002960,2025-04-03,C0050,East,Online,P0004,Power Bank,Electronics,1,156.84,0.1,141.16,114.24,26.92
O002961,2025-04-03,C0207,South,Retail,P0019,Desk Organizer,Office Supplies,4,260.68,0.0,1042.72,683.8,358.92
O002962,2025-04-03,C0244,East,Online,P0004,Power Bank,Electronics,2,156.84,0.05,298.0,228.48,69.52
O002963,2025-04-03,C0122,East,Retail,P0002,Smart Watch,Electronics,7,189.4,0.0,1325.8,706.58,619.22
O002964,2025-04-03,C0369,South,Retail,P0007,Blender,Home & Kitchen,7,121.55,0.0,850.85,621.32,229.53
O002965,2025-04-03,C0231,West,Wholesale,P0014,Sunglasses,Apparel,2,226.65,0.0,453.3,237.92,215.38
O002966,2025-04-04,C0257,South,Retail,P0010,Coffee Maker,Home & Kitchen,2,276.64,0.05,525.62,410.84,114.78
O002967,2025-04-04,C0193,West,Online,P0020,Monitor Arm,Office Supplies,5,193.94,0.0,969.7,647.0,322.7
O002968,2025-04-04,C0308,East,Retail,P0005,Laptop Stand,Electronics,6,108.18,0.15,551.72,389.46,162.26
O002969,2025-04-04,C0228,East,Online,P0005,Laptop Stand,Electronics,4,108.18,0.0,432.72,259.64,173.08
O002970,2025-04-04,C0245,West,Wholesale,P0013,Backpack,Apparel,4,282.71,0.1,1017.76,802.96,214.8
O002971,2025-04-04,C0050,East,Online,P0018,Notebook Set,Office Supplies,1,171.61,0.0,171.61,85.57,86.04
O002972,2025-04-04,C0250,South,Online,P0002,Smart Watch,Electronics,4,189.4,0.05,719.72,403.76,315.96
O002973,2025-04-04,C0264,South,Retail,P0018,Notebook Set,Office Supplies,7,171.61,0.15,1021.08,598.99,422.09
O002974,2025-04-04,C0051,East,Retail,P0003,Bluetooth Speaker,Electronics,1,365.93,0.05,347.63,215.33,132.3
O002975,2025-04-04,C0003,South,Online,P0006,Air Fryer,Home & Kitchen,1,298.69,0.2,238.95,152.0,86.95
O002976,2025-04-05,C0035,North,Retail,P0009,Vacuum Cleaner,Home & Kitchen,6,86.66,0.15,441.97,319.44,122.53
O002977,2025-04-05,C0155,East,Retail,P0010,Coffee Maker,Home & Kitchen,4,276.64,0.0,1106.56,821.68,284.88
O002978,2025-04-05,C0235,South,Wholesale,P0006,Air Fryer,Home & Kitchen,3,298.69,0.05,851.27,456.0,395.27
O002979,2025-04-05,C0250,South,Online,P0018,Notebook Set,Office Supplies,6,171.61,0.0,1029.66,513.42,516.24
O002980,2025-04-05,C0017,South,Wholesale,P0008,Cookware Set,Home & Kitchen,3,144.8,0.0,434.4,207.27,227.13
O002981,2025-04-05,C0221,West,Online,P0013,Backpack,Apparel,3,282.71,0.0,848.13,602.22,245.91
O002982,2025-04-05,C0358,East,Online,P0006,Air Fryer,Home & Kitchen,5,298.69,0.05,1418.78,760.0,658.78
O002983,2025-04-05,C0081,West,Retail,P0007,Blender,Home & Kitchen,1,121.55,0.0,121.55,88.76,32.79
O002984,2025-04-05,C0371,East,Wholesale,P0007,Blender,Home & Kitchen,2,121.55,0.0,243.1,177.52,65.58
O002985,2025-04-05,C0012,North,Retail,P0016,Ergonomic Chair,Office Supplies,4,85.32,0.0,341.28,205.72,135.56
O002986,2025-04-06,C0370,North,Wholesale,P0019,Desk Organizer,Office Supplies,2,260.68,0.1,469.22,341.9,127.32
O002987,2025-04-06,C0055,North,Retail,P0005,Laptop Stand,Electronics,5,108.18,0.05,513.86,324.55,189.31
O002988,2025-04-06,C0089,West,Wholesale,P0007,Blender,Home & Kitchen,4,121.55,0.0,486.2,355.04,131.16
O002989,2025-04-07,C0121,North,Online,P0005,Laptop Stand,Electronics,1,108.18,0.0,108.18,64.91,43.27
O002990,2025-04-07,C0092,East,Retail,P0016,Ergonomic Chair,Office Supplies,6,85.32,0.05,486.32,308.58,177.74
O002991,2025-04-07,C0224,South,Wholesale,P0020,Monitor Arm,Office Supplies,5,193.94,0.1,872.73,647.0,225.73
O002992,2025-04-07,C0247,North,Wholesale,P0006,Air Fryer,Home & Kitchen,7,298.69,0.05,1986.29,1064.0,922.29
O002993,2025-04-07,C0228,East,Online,P0007,Blender,Home & Kitchen,4,121.55,0.0,486.2,355.04,131.16
O002994,2025-04-07,C0176,South,Online,P0019,Desk Organizer,Office Supplies,6,260.68,0.1,1407.67,1025.7,381.97
O002995,2025-04-08,C0209,South,Online,P0012,Denim Jacket,Apparel,4,97.06,0.1,349.42,227.28,122.14
O002996,2025-04-08,C0222,North,Retail,P0018,Notebook Set,Office Supplies,7,171.61,0.0,1201.27,598.99,602.28
O002997,2025-04-08,C0342,North,Wholesale,P0014,Sunglasses,Apparel,4,226.65,0.15,770.61,475.84,294.77
O002998,2025-04-08,C0228,East,Online,P0010,Coffee Maker,Home & Kitchen,7,276.64,0.1,1742.83,1437.94,304.89
O002999,2025-04-08,C0168,South,Retail,P0020,Monitor Arm,Office Supplies,7,193.94,0.2,1086.06,905.8,180.26
O003000,2025-04-08,C0118,South,Retail,P0011,Running Shoes,Apparel,6,291.03,0.0,1746.18,811.92,934.26
O003001,2025-04-08,C0317,South,Retail,P0006,Air Fryer,Home & Kitchen,1,298.69,0.2,238.95,152.0,86.95
O003002,2025-04-08,C0198,South,Online,P0019,Desk Organizer,Office Supplies,7,260.68,0.0,1824.76,1196.65,628.11
O003003,2025-04-09,C0348,North,Wholesale,P0014,Sunglasses,Apparel,3,226.65,0.0,679.95,356.88,323.07
O003004,2025-04-09,C0151,West,Wholesale,P0001,Wireless Earbuds,Electronics,2,46.85,0.2,74.96,48.36,26.6
O003005,2025-04-09,C0346,South,Online,P0008,Cookware Set,Home & Kitchen,5,144.8,0.1,651.6,345.45,306.15
O003006,2025-04-09,C0286,West,Online,P0002,Smart Watch,Electronics,5,189.4,0.1,852.3,504.7,347.6
O003007,2025-04-09,C0093,West,Wholesale,P0018,Notebook Set,Office Supplies,6,171.61,0.0,1029.66,513.42,516.24
O003008,2025-04-09,C0021,North,Retail,P0002,Smart Watch,Electronics,3,189.4,0.05,539.79,302.82,236.97
O003009,2025-04-09,C0222,North,Retail,P0009,Vacuum Cleaner,Home & Kitchen,5,86.66,0.0,433.3,266.2,167.1
O003010,2025-04-09,C0066,South,Retail,P0008,Cookware Set,Home & Kitchen,7,144.8,0.0,1013.6,483.63,529.97
O003011,2025-04-10,C0254,West,Retail,P0001,Wireless Earbuds,Electronics,6,46.85,0.0,281.1,145.08,136.02
O003012,2025-04-10,C0392,North,Online,P0018,Notebook Set,Office Supplies,6,171.61,0.15,875.21,513.42,361.79
O003013,2025-04-10,C0052,North,Retail,P0019,Desk Organizer,Office Supplies,1,260.68,0.15,221.58,170.95,50.63
O003014,2025-04-11,C0179,East,Retail,P0006,Air Fryer,Home & Kitchen,6,298.69,0.0,1792.14,912.0,880.14
O003015,2025-04-11,C0357,North,Retail,P0014,Sunglasses,Apparel,3,226.65,0.15,577.96,356.88,221.08
O003016,2025-04-11,C0304,South,Online,P0007,Blender,Home & Kitchen,3,121.55,0.15,309.95,266.28,43.67
O003017,2025-04-11,C0169,South,Online,P0009,Vacuum Cleaner,Home & Kitchen,3,86.66,0.15,220.98,159.72,61.26
O003018,2025-04-11,C0134,East,Online,P0002,Smart Watch,Electronics,6,189.4,0.0,1136.4,605.64,530.76
O003019,2025-04-12,C0318,South,Retail,P0014,Sunglasses,Apparel,2,226.65,0.2,362.64,237.92,124.72
O003020,2025-04-12,C0302,North,Online,P0018,Notebook Set,Office Supplies,5,171.61,0.05,815.15,427.85,387.3
O003021,2025-04-12,C0278,East,Online,P0015,Wallet,Apparel,7,245.76,0.1,1548.29,1048.81,499.48
O003022,2025-04-12,C0275,East,Online,P0004,Power Bank,Electronics,7,156.84,0.1,988.09,799.68,188.41
O003023,2025-04-12,C0139,South,Wholesale,P0003,Bluetooth Speaker,Electronics,1,365.93,0.05,347.63,215.33,132.3
O003024,2025-04-13,C0206,South,Retail,P0018,Notebook Set,Office Supplies,2,171.61,0.0,343.22,171.14,172.08
O003025,2025-04-13,C0018,West,Wholesale,P0014,Sunglasses,Apparel,6,226.65,0.05,1291.9,713.76,578.14
O003026,2025-04-13,C0258,West,Retail,P0010,Coffee Maker,Home & Kitchen,5,276.64,0.05,1314.04,1027.1,286.94
O003027,2025-04-13,C0090,West,Retail,P0004,Power Bank,Electronics,2,156.84,0.0,313.68,228.48,85.2
O003028,2025-04-14,C0373,West,Wholesale,P0012,Denim Jacket,Apparel,3,97.06,0.0,291.18,170.46,120.72
O003029,2025-04-14,C0252,West,Retail,P0018,Notebook Set,Office Supplies,1,171.61,0.0,171.61,85.57,86.04
O003030,2025-04-14,C0200,North,Retail,P0008,Cookware Set,Home & Kitchen,7,144.8,0.1,912.24,483.63,428.61
O003031,2025-04-14,C0204,North,Retail,P0012,Denim Jacket,Apparel,6,97.06,0.1,524.12,340.92,183.2
O003032,2025-04-14,C0262,North,Retail,P0001,Wireless Earbuds,Electronics,3,46.85,0.0,140.55,72.54,68.01
O003033,2025-04-14,C0244,East,Online,P0007,Blender,Home & Kitchen,2,121.55,0.0,243.1,177.52,65.58
O003034,2025-04-14,C0312,East,Retail,P0018,Notebook Set,Office Supplies,3,171.61,0.05,489.09,256.71,232.38
O003035,2025-04-14,C0267,West,Retail,P0001,Wireless Earbuds,Electronics,2,46.85,0.1,84.33,48.36,35.97
O003036,2025-04-14,C0117,North,Online,P0014,Sunglasses,Apparel,3,226.65,0.1,611.96,356.88,255.08
O003037,2025-04-15,C0332,North,Wholesale,P0002,Smart Watch,Electronics,4,189.4,0.0,757.6,403.76,353.84
O003038,2025-04-15,C0080,East,Wholesale,P0002,Smart Watch,Electronics,7,189.4,0.0,1325.8,706.58,619.22
O003039,2025-04-15,C0125,North,Retail,P0003,Bluetooth Speaker,Electronics,5,365.93,0.05,1738.17,1076.65,661.52
O003040,2025-04-15,C0056,North,Wholesale,P0007,Blender,Home & Kitchen,3,121.55,0.1,328.18,266.28,61.9
O003041,2025-04-15,C0368,North,Wholesale,P0013,Backpack,Apparel,6,282.71,0.0,1696.26,1204.44,491.82
O003042,2025-04-16,C0085,East,Retail,P0007,Blender,Home & Kitchen,4,121.55,0.05,461.89,355.04,106.85
O003043,2025-04-16,C0281,West,Retail,P0006,Air Fryer,Home & Kitchen,1,298.69,0.15,253.89,152.0,101.89
O003044,2025-04-16,C0172,South,Online,P0004,Power Bank,Electronics,6,156.84,0.0,941.04,685.44,255.6
O003045,2025-04-17,C0285,South,Retail,P0016,Ergonomic Chair,Office Supplies,1,85.32,0.15,72.52,51.43,21.09
O003046,2025-04-17,C0067,West,Retail,P0005,Laptop Stand,Electronics,6,108.18,0.1,584.17,389.46,194.71
O003047,2025-04-17,C0083,East,Retail,P0009,Vacuum Cleaner,Home & Kitchen,4,86.66,0.1,311.98,212.96,99.02
O003048,2025-04-17,C0351,East,Online,P0006,Air Fryer,Home & Kitchen,2,298.69,0.0,597.38,304.0,293.38
O003049,2025-04-17,C0005,North,Online,P0005,Laptop Stand,Electronics,2,108.18,0.15,183.91,129.82,54.09
O003050,2025-04-18,C0383,West,Retail,P0014,Sunglasses,Apparel,5,226.65,0.15,963.26,594.8,368.46
O003051,2025-04-18,C0288,West,Online,P0002,Smart Watch,Electronics,1,189.4,0.0,189.4,100.94,88.46
O003052,2025-04-18,C0391,South,Online,P0002,Smart Watch,Electronics,7,189.4,0.2,1060.64,706.58,354.06
O003053,2025-04-18,C0072,East,Retail,P0009,Vacuum Cleaner,Home & Kitchen,5,86.66,0.05,411.63,266.2,145.43
O003054,2025-04-18,C0286,West,Online,P0018,Notebook Set,Office Supplies,3,171.61,0.1,463.35,256.71,206.64
O003055,2025-04-18,C0123,West,Retail,P0010,Coffee Maker,Home & Kitchen,3,276.64,0.1,746.93,616.26,130.67
O003056,2025-04-18,C0351,East,Online,P0004,Power Bank,Electronics,1,156.84,0.2,125.47,114.24,11.23
O003057,2025-04-19,C0067,West,Retail,P0003,Bluetooth Speaker,Electronics,4,365.93,0.05,1390.53,861.32,529.21
O003058,2025-04-19,C0144,North,Retail,P0019,Desk Organizer,Office Supplies,1,260.68,0.0,260.68,170.95,89.73
O003059,2025-04-19,C0282,South,Wholesale,P0007,Blender,Home & Kitchen,7,121.55,0.05,808.31,621.32,186.99
O003060,2025-04-19,C0034,West,Online,P0018,Notebook Set,Office Supplies,5,171.61,0.1,772.25,427.85,344.4
O003061,2025-04-19,C0157,East,Online,P0017,Standing Desk,Office Supplies,3,143.29,0.05,408.38,260.85,147.53
O003062,2025-04-19,C0196,South,Online,P0009,Vacuum Cleaner,Home & Kitchen,7,86.66,0.2,485.3,372.68,112.62
O003063,2025-04-19,C0294,West,Retail,P0006,Air Fryer,Home & Kitchen,4,298.69,0.0,1194.76,608.0,586.76
O003064,2025-04-19,C0057,East,Retail,P0017,Standing Desk,Office Supplies,4,143.29,0.0,573.16,347.8,225.36
O003065,2025-04-20,C0109,East,Online,P0010,Coffee Maker,Home & Kitchen,7,276.64,0.1,1742.83,1437.94,304.89
O003066,2025-04-20,C0196,South,Online,P0019,Desk Organizer,Office Supplies,5,260.68,0.05,1238.23,854.75,383.48
O003067,2025-04-20,C0275,East,Online,P0013,Backpack,Apparel,7,282.71,0.2,1583.18,1405.18,178.0
O003068,2025-04-20,C0366,East,Online,P0019,Desk Organizer,Office Supplies,4,260.68,0.1,938.45,683.8,254.65
O003069,2025-04-20,C0363,West,Wholesale,P0014,Sunglasses,Apparel,3,226.65,0.0,679.95,356.88,323.07
O003070,2025-04-20,C0334,South,Retail,P0009,Vacuum Cleaner,Home & Kitchen,3,86.66,0.05,246.98,159.72,87.26
O003071,2025-04-20,C0234,North,Retail,P0007,Blender,Home & Kitchen,1,121.55,0.05,115.47,88.76,26.71
O003072,2025-04-20,C0366,East,Online,P0008,Cookware Set,Home & Kitchen,2,144.8,0.1,260.64,138.18,122.46
O003073,2025-04-20,C0275,East,Online,P0013,Backpack,Apparel,4,282.71,0.2,904.67,802.96,101.71
O003074,2025-04-20,C0220,North,Retail,P0012,Denim Jacket,Apparel,5,97.06,0.0,485.3,284.1,201.2
O003075,2025-04-21,C0392,North,Online,P0002,Smart Watch,Electronics,6,189.4,0.05,1079.58,605.64,473.94
O003076,2025-04-21,C0046,North,Online,P0015,Wallet,Apparel,5,245.76,0.05,1167.36,749.15,418.21
O003077,2025-04-21,C0260,North,Retail,P0012,Denim Jacket,Apparel,7,97.06,0.05,645.45,397.74,247.71
O003078,2025-04-21,C0243,West,Wholesale,P0014,Sunglasses,Apparel,7,226.65,0.0,1586.55,832.72,753.83
O003079,2025-04-21,C0236,North,Retail,P0010,Coffee Maker,Home & Kitchen,3,276.64,0.0,829.92,616.26,213.66
O003080,2025-04-21,C0116,South,Retail,P0010,Coffee Maker,Home & Kitchen,1,276.64,0.0,276.64,205.42,71.22
O003081,2025-04-22,C0133,North,Retail,P0007,Blender,Home & Kitchen,5,121.55,0.1,546.98,443.8,103.18
O003082,2025-04-22,C0007,East,Wholesale,P0019,Desk Organizer,Office Supplies,2,260.68,0.1,469.22,341.9,127.32
O003083,2025-04-22,C0172,South,Online,P0009,Vacuum Cleaner,Home & Kitchen,3,86.66,0.05,246.98,159.72,87.26
O003084,2025-04-22,C0284,North,Wholesale,P0012,Denim Jacket,Apparel,6,97.06,0.1,524.12,340.92,183.2
O003085,2025-04-22,C0244,East,Online,P0016,Ergonomic Chair,Office Supplies,1,85.32,0.05,81.05,51.43,29.62
O003086,2025-04-22,C0176,South,Online,P0011,Running Shoes,Apparel,3,291.03,0.05,829.44,405.96,423.48
O003087,2025-04-22,C0042,North,Online,P0016,Ergonomic Chair,Office Supplies,3,85.32,0.1,230.36,154.29,76.07
O003088,2025-04-22,C0177,South,Online,P0017,Standing Desk,Office Supplies,2,143.29,0.1,257.92,173.9,84.02
O003089,2025-04-22,C0128,West,Retail,P0011,Running Shoes,Apparel,1,291.03,0.0,291.03,135.32,155.71
O003090,2025-04-23,C0191,East,Online,P0011,Running Shoes,Apparel,1,291.03,0.1,261.93,135.32,126.61
O003091,2025-04-23,C0375,East,Retail,P0004,Power Bank,Electronics,6,156.84,0.0,941.04,685.44,255.6
O003092,2025-04-23,C0084,East,Online,P0020,Monitor Arm,Office Supplies,3,193.94,0.05,552.73,388.2,164.53
O003093,2025-04-23,C0149,North,Online,P0019,Desk Organizer,Office Supplies,4,260.68,0.05,990.58,683.8,306.78
O003094,2025-04-23,C0160,West,Wholesale,P0005,Laptop Stand,Electronics,1,108.18,0.0,108.18,64.91,43.27
O003095,2025-04-23,C0065,North,Retail,P0004,Power Bank,Electronics,7,156.84,0.0,1097.88,799.68,298.2
O003096,2025-04-23,C0366,East,Online,P0013,Backpack,Apparel,4,282.71,0.0,1130.84,802.96,327.88
O003097,2025-04-23,C0365,North,Retail,P0002,Smart Watch,Electronics,3,189.4,0.0,568.2,302.82,265.38
O003098,2025-04-24,C0170,North,Wholesale,P0016,Ergonomic Chair,Office Supplies,1,85.32,0.1,76.79,51.43,25.36
O003099,2025-04-24,C0088,North,Online,P0019,Desk Organizer,Office Supplies,5,260.68,0.0,1303.4,854.75,448.65
O003100,2025-04-24,C0053,West,Retail,P0005,Laptop Stand,Electronics,5,108.18,0.0,540.9,324.55,216.35
O003101,2025-04-24,C0135,West,Wholesale,P0009,Vacuum Cleaner,Home & Kitchen,4,86.66,0.1,311.98,212.96,99.02
O003102,2025-04-24,C0159,West,Retail,P0020,Monitor Arm,Office Supplies,1,193.94,0.05,184.24,129.4,54.84
O003103,2025-04-25,C0164,North,Retail,P0002,Smart Watch,Electronics,4,189.4,0.0,757.6,403.76,353.84
O003104,2025-04-25,C0042,North,Online,P0010,Coffee Maker,Home & Kitchen,2,276.64,0.0,553.28,410.84,142.44
O003105,2025-04-25,C0340,South,Online,P0011,Running Shoes,Apparel,3,291.03,0.15,742.13,405.96,336.17
O003106,2025-04-25,C0188,South,Retail,P0001,Wireless Earbuds,Electronics,6,46.85,0.0,281.1,145.08,136.02
O003107,2025-04-26,C0048,South,Online,P0020,Monitor Arm,Office Supplies,6,193.94,0.05,1105.46,776.4,329.06
O003108,2025-04-26,C0091,South,Retail,P0015,Wallet,Apparel,6,245.76,0.05,1400.83,898.98,501.85
O003109,2025-04-26,C0246,East,Retail,P0012,Denim Jacket,Apparel,5,97.06,0.2,388.24,284.1,104.14
O003110,2025-04-26,C0227,West,Retail,P0016,Ergonomic Chair,Office Supplies,7,85.32,0.05,567.38,360.01,207.37
O003111,2025-04-27,C0341,North,Online,P0001,Wireless Earbuds,Electronics,2,46.85,0.0,93.7,48.36,45.34
O003112,2025-04-27,C0228,East,Online,P0002,Smart Watch,Electronics,7,189.4,0.05,1259.51,706.58,552.93
O003113,2025-04-27,C0279,North,Retail,P0004,Power Bank,Electronics,4,156.84,0.1,564.62,456.96,107.66
O003114,2025-04-27,C0264,South,Retail,P0007,Blender,Home & Kitchen,5,121.55,0.1,546.98,443.8,103.18
